0,0
0.001,0.00895021
0.002,0.0178014
0.003,0.0265546
0.004,0.0352107
0.005,0.0437708
0.006,0.0522357
0.007,0.0606065
0.008,0.068884
0.009,0.0770692
0.01,0.085163
0.011,0.0931664
0.012,0.10108
0.013,0.108905
0.014,0.116642
0.015,0.124293
0.016,0.131857
0.017,0.139336
0.018,0.146731
0.019,0.154042
0.02,0.16127
0.021,0.168417
0.022,0.175482
0.023,0.182467
0.024,0.189373
0.025,0.1962
0.026,0.20295
0.027,0.209622
0.028,0.216218
0.029,0.222738
0.03,0.229183
0.031,0.235554
0.032,0.241852
0.033,0.248078
0.034,0.254231
0.035,0.260313
0.036,0.266325
0.037,0.272267
0.038,0.27814
0.039,0.283945
0.04,0.289682
0.041,0.295352
0.042,0.300955
0.043,0.306493
0.044,0.311966
0.045,0.317374
0.046,0.322718
0.047,0.328
0.048,0.333219
0.049,0.338376
0.05,0.343472
0.051,0.348507
0.052,0.353482
0.053,0.358397
0.054,0.363254
0.055,0.368053
0.056,0.372793
0.057,0.377477
0.058,0.382104
0.059,0.386675
0.06,0.391191
0.061,0.395652
0.062,0.400058
0.063,0.404411
0.064,0.40871
0.065,0.412957
0.066,0.417152
0.067,0.421294
0.068,0.425386
0.069,0.429427
0.07,0.433418
0.071,0.437359
0.072,0.441251
0.073,0.445094
0.074,0.448889
0.075,0.452637
0.076,0.456337
0.077,0.45999
0.078,0.463598
0.079,0.467159
0.08,0.470675
0.081,0.474146
0.082,0.477572
0.083,0.480954
0.084,0.484293
0.085,0.487589
0.086,0.490842
0.087,0.494052
0.088,0.497221
0.089,0.500348
0.09,0.503434
0.091,0.50648
0.092,0.509485
0.093,0.512451
0.094,0.515376
0.095,0.518263
0.096,0.521111
0.097,0.523921
0.098,0.526693
0.099,0.529428
0.1,0.532125
0.101,0.534786
0.102,0.53741
0.103,0.539998
0.104,0.54255
0.105,0.545067
0.106,0.547549
0.107,0.549996
0.108,0.552409
0.109,0.554788
0.11,0.557134
0.111,0.559446
0.112,0.561725
0.113,0.563972
0.114,0.566186
0.115,0.568368
0.116,0.570519
0.117,0.572638
0.118,0.574727
0.119,0.576784
0.12,0.578811
0.121,0.580808
0.122,0.582775
0.123,0.584713
0.124,0.586621
0.125,0.588501
0.126,0.590352
0.127,0.592174
0.128,0.593969
0.129,0.595735
0.13,0.597474
0.131,0.599186
0.132,0.600871
0.133,0.602529
0.134,0.60416
0.135,0.605766
0.136,0.607345
0.137,0.608899
0.138,0.610428
0.139,0.611931
0.14,0.613409
0.141,0.614863
0.142,0.616292
0.143,0.617698
0.144,0.619079
0.145,0.620436
0.146,0.62177
0.147,0.623081
0.148,0.624369
0.149,0.625634
0.15,0.626877
0.151,0.628097
0.152,0.629295
0.153,0.630471
0.154,0.631626
0.155,0.632759
0.156,0.633871
0.157,0.634962
0.158,0.636032
0.159,0.637082
0.16,0.638111
0.161,0.63912
0.162,0.640109
0.163,0.641078
0.164,0.642027
0.165,0.642958
0.166,0.643869
0.167,0.644761
0.168,0.645634
0.169,0.646488
0.17,0.647324
0.171,0.648142
0.172,0.648942
0.173,0.649723
0.174,0.650487
0.175,0.651234
0.176,0.651963
0.177,0.652675
0.178,0.65337
0.179,0.654048
0.18,0.654709
