0.000000e+00,1.350237e-03
1.000000e-04,2.699474e-03
2.000000e-04,3.597799e-03
3.000000e-04,4.495127e-03
4.000000e-04,5.391458e-03
5.000000e-04,6.286792e-03
6.000000e-04,7.181132e-03
7.000000e-04,8.074477e-03
8.000000e-04,8.966830e-03
9.000000e-04,9.858191e-03
1.000000e-03,1.074856e-02
1.100000e-03,1.163794e-02
1.200000e-03,1.252633e-02
1.300000e-03,1.341373e-02
1.400000e-03,1.430015e-02
1.500000e-03,1.518558e-02
1.600000e-03,1.607002e-02
1.700000e-03,1.695348e-02
1.800000e-03,1.783596e-02
1.900000e-03,1.871745e-02
2.000000e-03,1.959796e-02
2.100000e-03,2.047750e-02
2.200000e-03,2.135605e-02
2.300000e-03,2.223363e-02
2.400000e-03,2.311023e-02
2.500000e-03,2.398585e-02
2.600000e-03,2.486050e-02
2.700000e-03,2.573417e-02
2.800000e-03,2.660687e-02
2.900000e-03,2.747859e-02
3.000000e-03,2.834935e-02
3.100000e-03,2.921913e-02
3.200000e-03,3.008795e-02
3.300000e-03,3.095580e-02
3.400000e-03,3.182268e-02
3.500000e-03,3.268859e-02
3.600000e-03,3.355354e-02
3.700000e-03,3.441752e-02
3.800000e-03,3.528054e-02
3.900000e-03,3.614259e-02
4.000000e-03,3.700369e-02
4.100000e-03,3.786382e-02
4.200000e-03,3.872300e-02
4.300000e-03,3.958121e-02
4.400000e-03,4.043847e-02
4.500000e-03,4.129477e-02
4.600000e-03,4.215011e-02
4.700000e-03,4.300450e-02
4.800000e-03,4.385794e-02
4.900000e-03,4.471042e-02
5.000000e-03,4.556195e-02
5.100000e-03,4.641253e-02
5.200000e-03,4.726215e-02
5.300000e-03,4.811083e-02
5.400000e-03,4.895856e-02
5.500000e-03,4.980535e-02
5.600000e-03,5.065118e-02
5.700000e-03,5.149607e-02
5.800000e-03,5.234002e-02
5.900000e-03,5.318302e-02
6.000000e-03,5.402508e-02
6.100000e-03,5.486620e-02
6.200000e-03,5.570638e-02
6.300000e-03,5.654562e-02
6.400000e-03,5.738391e-02
6.500000e-03,5.822128e-02
6.600000e-03,5.905770e-02
6.700000e-03,5.989319e-02
6.800000e-03,6.072774e-02
6.900000e-03,6.156136e-02
7.000000e-03,6.239404e-02
7.100000e-03,6.322579e-02
7.200000e-03,6.405661e-02
7.300000e-03,6.488650e-02
7.400000e-03,6.571546e-02
